title,images,colors,materiel,size,description,0,1,2,3,4,5,6,7,8,Desi,bullet,keywords,manufacturer,UK ID,AU ID,MX ID,TR ID,AE ID,SG ID,JP ID,CA ID,US department,US item_type_keyword,IT ID,FR ID,ES ID,PL ID,NL ID,DE ID,BG ID,SE ID,item type name
Pants High Waist Skinny Light Blue Women's Trousers Women's Fashion Stylish Jeans,"98,101,102,103,99",light blue,cotton,"34,36,38,40,42","Jeans are 100% handmade.
It is made of 100% cotton.
It is specially designed for you.
You can easily wear it anywhere you want.
It will add elegance and style to you.",,74,74,79,88,79,97,88,97,1,It is made entirely of cotton fabric. = The model is perfect for every woman. = You can wear it anywhere you want.,cotton; trouser; high waist; mom jeans; stylish; black; blue; woman; modern; tassel; cut leg; detail; pattern; leg; body; split; stitch; slim; flare; fit,eWorldPartner,1731353031,5131093051,14093241011,,,6833580051,2132474051,10287512011,womens,jeans,2892912031,464670031,3074073031,20849210031,16391806031,1981723031,27156492031,20652260031,"fashion,jeans"
Women's Trousers High Waist Flare Model Light Blue Jeans Women's Fashion Elegant Pant,"104,106,107,108,105",light blue,cotton,"34,36,38,40,42","Jeans are 100% handmade.
It is made of 100% cotton.
It is specially designed for you.
You can easily wear it anywhere you want.
It will add elegance and style to you.",,91,91,96,105,96,114,105,114,1,You can get your full size. = It is a trousers model that will add elegance to your style. = It is a quality product.,elastane; cotton; trouser; high waist; mom jeans; stylish; black; blue; woman; modern; tassel; cut leg; detail; pattern; leg; body; split; stitch; slim; flare; fit,eWorldPartner,1731353031,5131093051,14093241011,,,6833580051,2132474051,10287512011,womens,jeans,2892912031,464670031,3074073031,20849210031,16391806031,1981723031,27156492031,20652260031,"fashion,jeans"
Women's Trousers High Waist Flare Model Blue Jeans Women's Fashion Modern Pant,"109,111,112,113,110",blue,cotton,"34,36,38,40,42","Jeans are 100% handmade.
It is made of 100% cotton.
It is specially designed for you.
You can easily wear it anywhere you want.
It will add elegance and style to you.",,91,91,96,105,96,114,105,114,1,Color does not fade. = Made of soft fabric. = It has a cumulative feature.,mom jeans; cotton; trouser; high waist; elastane; stylish; black; blue; woman; modern; tassel; cut leg; detail; pattern; leg; body; split; stitch; slim; flare; fit,eWorldPartner,1731353031,5131093051,14093241011,,,6833580051,2132474051,10287512011,womens,jeans,2892912031,464670031,3074073031,20849210031,16391806031,1981723031,27156492031,20652260031,"fashion,jeans"
Women's Trousers High Waist Straight Comfort Stylish with Slits Black Cotton Jean Women's Fashion Modern Pant,"114,116,117,115",black,cotton,"34,36,38,40,42","Jeans are 100% handmade.
It is made of 100% cotton.
It is specially designed for you.
You can easily wear it anywhere you want.
It will add elegance and style to you.",,78,78,83,92,83,101,92,101,1,It takes the shape of your body. = It can be worn anywhere. = It is made of special fabric so that it does not tighten your body.,leg; body; mom jeans; cotton; trouser; high waist; elastane; stylish; black; blue; woman; modern; tassel; cut leg; detail; pattern; split; stitch; slim; flare; fit,eWorldPartner,1731353031,5131093051,14093241011,,,6833580051,2132474051,10287512011,womens,jeans,2892912031,464670031,3074073031,20849210031,16391806031,1981723031,27156492031,20652260031,"fashion,jeans"
Pants Stylish High Waist Trousers Bootcut Bleached Venus Blue with Pockets Women's Fashion Modern Jeans,"118,120,121,122,119",blue,cotton,"34,36,38,40,42","Jeans are 100% handmade.
It is made of 100% cotton.
It is specially designed for you.
You can easily wear it anywhere you want.
It will add elegance and style to you.",,87,87,92,101,92,110,101,110,1,It is a comfortable and stylish trouser model. = Specially produced for you. = The size range is wide.,cut leg; slim; mom jeans; cotton; trouser; high waist; elastane; stylish; black; blue; woman; modern; tassel; detail; pattern; split; stitch; body; flare; fit,eWorldPartner,1731353031,5131093051,14093241011,,,6833580051,2132474051,10287512011,womens,jeans,2892912031,464670031,3074073031,20849210031,16391806031,1981723031,27156492031,20652260031,"fashion,jeans"
Trousers High Waist Slim Fit Model Pockets Frinced Cotton Black Pants Women's Fashion Modern Jeans,"125,127,128,126",black,cotton,"25,26,27,28,29,30","Jeans are 100% handmade.
It is made of 100% cotton.
It is specially designed for you.
You can easily wear it anywhere you want.
It will add elegance and style to you.",,74,74,79,88,79,97,88,97,1,It has zippered closure. = High waist is advantageous. = It is made of woven fabric.,modern; fit; mom jeans; cotton; trouser; high waist; elastane; stylish; black; blue; woman; cut leg; tassel; detail; pattern; split; stitch; body; flare; slim,eWorldPartner,1731353031,5131093051,14093241011,,,6833580051,2132474051,10287512011,womens,jeans,2892912031,464670031,3074073031,20849210031,16391806031,1981723031,27156492031,20652260031,"fashion,jeans"
Blouse Red Slim Fit Basic Crew Neck T-shirt Women's Fashion,"156,157",red,cotton,L,"The product is slim-fit, red in color.
It is made of non-sweaty fabric suitable for daily use.
It is made of 1st quality cotton fabric.",,45,45,45,45,45,55,55,55,1,It is suitable for daily use. = Made of quality fabric. = It's a comfortable fit.,t-shirts; colourful; patterned; quality; cotton; thread; soft; woman; male; fashion; design; shopping; shop; black; white; yellow; navy blue,eWorldPartner,1731502031,5131902051,14093673011,,,6833841051,2131499051,10287640011,womens,fashion-t-shirt,2893163031,464642031,3074256031,20849499031,16392120031,1981872031,27156492031,20652565031,"fashion,t-shirt"
T-shirt Black and White Ethnic Patterned Crew Neck Blouse Women's Fashion,"158,159",black,cotton,"S,M","The product is standard cut, black in color.
It is made of non-sweaty fabric suitable for daily use.
It is made of 1st quality cotton fabric.",,45,45,45,45,45,55,55,55,1,It is suitable for all seasons. = You can wear it wherever you want. = It is made of sweatproof fabric.,slim; fit; t-shirts; colourful; patterned; quality; cotton; thread; soft; woman; male; fashion; design; shopping; shop; black; white; yellow; navy blue,eWorldPartner,1731502031,5131902051,14093673011,,,6833841051,2131499051,10287640011,womens,fashion-t-shirt,2893163031,464642031,3074256031,20849499031,16392120031,1981872031,27156492031,20652565031,"fashion,t-shirt"
Blouse White Basic Crew Neck Oversize T-shirt Women's Fashion,"160,161",white,cotton,"M,L","The product is oversize cut, white in color.
It is made of non-sweaty fabric suitable for daily use.
It is made of 1st quality cotton fabric.",,45,45,45,45,45,55,55,55,1,Easy to clean. = It has stain-resistant fabric. = Ironing on the reverse is recommended.,oversize; fit; t-shirts; colourful; patterned; quality; cotton; thread; soft; woman; male; fashion; design; shopping; shop; black; white; yellow; navy blue,eWorldPartner,1731502031,5131902051,14093673011,,,6833841051,2131499051,10287640011,womens,fashion-t-shirt,2893163031,464642031,3074256031,20849499031,16392120031,1981872031,27156492031,20652565031,"fashion,t-shirt"
T-shirt Dark Gray Basic Crew Neck Blouse Women's Fashion,"162,163",dark gray,cotton,"M,L","The product is standard cut, dark gray in color.
It is made of non-sweaty fabric suitable for daily use.
It is made of 1st quality cotton fabric.",,45,45,45,45,45,55,55,55,1,You can get your own size. = The product looks stylish and modern. = Custom made for you.,dark gray; fit; t-shirts; colourful; patterned; quality; cotton; thread; soft; woman; male; fashion; design; shopping; shop; black; white; yellow; navy blue,eWorldPartner,1731502031,5131902051,14093673011,,,6833841051,2131499051,10287640011,womens,fashion-t-shirt,2893163031,464642031,3074256031,20849499031,16392120031,1981872031,27156492031,20652565031,"fashion,t-shirt"
Blouse Dark Gray Round Neck Basic T-shirt Set of 20 Women's  Fashion,164,dark gray,cotton,L,"The product is standard cut, dark gray in color.
It is made of non-sweaty fabric suitable for daily use.
It is made of 1st quality cotton fabric.",,99,99,99,99,99,129,129,129,3,Product colors do not fade. = The fabric of the product does not wear out. = It is made entirely of cotton.,round neck; fit; t-shirts; colourful; patterned; quality; cotton; thread; soft; woman; male; fashion; design; shopping; shop; black; white; yellow; navy blue,eWorldPartner,1731502031,5131902051,14093673011,,,6833841051,2131499051,10287640011,womens,fashion-t-shirt,2893163031,464642031,3074256031,20849499031,16392120031,1981872031,27156492031,20652565031,"fashion,t-shirt"
T-shirt Black and White Patterned Crew Neck Top Men's Fashion,"165,166",multicolor,cotton,"S,M","The product is standard cut, black and white in color.
It is made of non-sweaty fabric suitable for daily use.
It is made of 1st quality cotton fabric.",,45,45,45,45,45,55,55,55,1,It is suitable for daily use. = Made of quality fabric. = It's a comfortable fit.,crew neck; fit; t-shirts; colourful; patterned; quality; cotton; thread; soft; woman; male; fashion; design; shopping; shop; black; white; yellow; navy blue,eWorldPartner,1731028031,5131560051,14093505011,,,6833894051,2131436051,10287299011,mens,fashion-t-shirt,2893334031,464806031,3074182031,20849579031,16392189031,1981397031,27156492031,20652645031,"fashion,t-shirt"
Top White Basic Crew Neck Oversize T-shirt Men's Fashion,"167,168",white,cotton,M,"The product is oversize cut, white in color.
It is made of non-sweaty fabric suitable for daily use.
It is made of 1st quality cotton fabric.",,45,45,45,45,45,55,55,55,1,It is suitable for all seasons. = You can wear it wherever you want. = It is made of sweatproof fabric.,basic; round neck; fit; t-shirts; colourful; patterned; quality; cotton; thread; soft; woman; male; fashion; design; shopping; shop; black; white; yellow; navy blue,eWorldPartner,1731028031,5131560051,14093505011,,,6833894051,2131436051,10287299011,mens,fashion-t-shirt,2893334031,464806031,3074182031,20849579031,16392189031,1981397031,27156492031,20652645031,"fashion,t-shirt"
T-shirt Dark Gray Basic Crew Neck Top Men's Fashion,"169,170",dark gray,cotton,"M,L","The product is standard cut, dark gray in color.
It is made of non-sweaty fabric suitable for daily use.
It is made of 1st quality cotton fabric.",,45,45,45,45,45,55,55,55,1,Easy to clean. = It has stain-resistant fabric. = Ironing on the reverse is recommended.,dark gray; fit; t-shirts; colourful; patterned; quality; cotton; thread; soft; woman; male; fashion; design; shopping; shop; black; white; yellow; navy blue,eWorldPartner,1731028031,5131560051,14093505011,,,6833894051,2131436051,10287299011,mens,fashion-t-shirt,2893334031,464806031,3074182031,20849579031,16392189031,1981397031,27156492031,20652645031,"fashion,t-shirt"
Top Gray Basic V-Neck T-shirt Men's Fashion,"171,172",gray,cotton,S,"The product is standard cut, gray in color.
It is made of non-sweaty fabric suitable for daily use.
It is made of 1st quality cotton fabric.",,45,45,45,45,45,55,55,55,1,You can get your own size. = The product looks stylish and modern. = Custom made for you.,gray; basic; round neck; fit; t-shirts; colourful; patterned; quality; cotton; thread; soft; woman; male; fashion; design; shopping; shop; black; white; yellow; navy blue,eWorldPartner,1731028031,5131560051,14093505011,,,6833894051,2131436051,10287299011,mens,fashion-t-shirt,2893334031,464806031,3074182031,20849579031,16392189031,1981397031,27156492031,20652645031,"fashion,t-shirt"
T-shirt Yellow and Navy Blue Striped Crew Neck Basic Top Men's Fashion,"173,174,175",multicolor,cotton,M,"The product is standard cut, yellow and navy blue in color.
It is made of non-sweaty fabric suitable for daily use.
It is made of 1st quality cotton fabric.",,45,45,45,45,45,55,55,55,1,Product colors do not fade. = The fabric of the product does not wear out. = It is made entirely of cotton.,t-shirts; colourful; patterned; quality; cotton; thread; soft; woman; male; fashion; design; shopping; shop; black; white; yellow; navy blue,eWorldPartner,1731028031,5131560051,14093505011,,,6833894051,2131436051,10287299011,mens,fashion-t-shirt,2893334031,464806031,3074182031,20849579031,16392189031,1981397031,27156492031,20652645031,"fashion,t-shirt"
Top Red Crew Neck Basic T-shirt Men's Fashion,"176,177",red,cotton,M,"The product is standard cut, red in color.
It is made of non-sweaty fabric suitable for daily use.
It is made of 1st quality cotton fabric.",,45,45,45,45,45,55,55,55,1,It is suitable for daily use. = Made of quality fabric. = It's a comfortable fit.,slim; fit; t-shirts; colourful; patterned; quality; cotton; thread; soft; woman; male; fashion; design; shopping; shop; black; white; yellow; navy blue,eWorldPartner,1731028031,5131560051,14093505011,,,6833894051,2131436051,10287299011,mens,fashion-t-shirt,2893334031,464806031,3074182031,20849579031,16392189031,1981397031,27156492031,20652645031,"fashion,t-shirt"
T-shirt Red Round Collar Basic Top Set of 10 Men's Fashion,178,red,cotton,"S,M","The product is standard cut, red in color.
It is made of non-sweaty fabric suitable for daily use.
It is made of 1st quality cotton fabric.",,84,84,84,84,84,114,114,114,2,It is suitable for all seasons. = You can wear it wherever you want. = It is made of sweatproof fabric.,round neck; fit; t-shirts; colourful; patterned; quality; cotton; thread; soft; woman; male; fashion; design; shopping; shop; black; white; yellow; navy blue,eWorldPartner,1731028031,5131560051,14093505011,,,6833894051,2131436051,10287299011,mens,fashion-t-shirt,2893334031,464806031,3074182031,20849579031,16392189031,1981397031,27156492031,20652645031,"fashion,t-shirt"
Top Yellow and Navy Blue Round Collar Basic T-shirt Set of 20 Men's Fashion,179,multicolor,cotton,M,"The product is standard cut, yellow and navy blue in color.
It is made of non-sweaty fabric suitable for daily use.
It is made of 1st quality cotton fabric.",,99,99,99,99,99,129,129,129,3,You can get your own size. = The product looks stylish and modern. = Custom made for you.,basic; round neck; fit; t-shirts; colourful; patterned; quality; cotton; thread; soft; woman; male; fashion; design; shopping; shop; black; white; yellow; navy blue,eWorldPartner,1731028031,5131560051,14093505011,,,6833894051,2131436051,10287299011,mens,fashion-t-shirt,2893334031,464806031,3074182031,20849579031,16392189031,1981397031,27156492031,20652645031,"fashion,t-shirt"
T-shirt Gray Basic V-Neck Cotton Top Set of 10 Men's Fashion,180,gray,cotton,S,"The product is standard cut, gray in color.
It is made of non-sweaty fabric suitable for daily use.
It is made of 1st quality cotton fabric.",,84,84,84,84,84,114,114,114,2,Product colors do not fade. = The fabric of the product does not wear out. = It is made entirely of cotton.,V-neck; basic; round neck; fit; t-shirts; colourful; patterned; quality; cotton; thread; soft; woman; male; fashion; design; shopping; shop; black; white; yellow; navy blue,eWorldPartner,1731028031,5131560051,14093505011,,,6833894051,2131436051,10287299011,mens,fashion-t-shirt,2893334031,464806031,3074182031,20849579031,16392189031,1981397031,27156492031,20652645031,"fashion,t-shirt"
 Top Dark Gray Round Collar Basic T-shirt Set of 20 Men's Fashion,181,dark gray,cotton,L,"The product is standard cut, dark gray in color.
It is made of non-sweaty fabric suitable for daily use.
It is made of 1st quality cotton fabric.",,99,99,99,99,99,129,129,129,3,It is suitable for daily use. = Made of quality fabric. = It's a comfortable fit.,round collar; t-shirts; basic; fit; colourful; patterned; quality; cotton; thread; soft; woman; male; fashion; design; shopping; shop; black; white; yellow; navy blue,eWorldPartner,1731028031,5131560051,14093505011,,,6833894051,2131436051,10287299011,mens,fashion-t-shirt,2893334031,464806031,3074182031,20849579031,16392189031,1981397031,27156492031,20652645031,"fashion,t-shirt"
T-shirt Dark Gray Round Collar Basic Top Set of 30 Men's Fashion,182,dark gray,cotton,L,"The product is standard cut, dark gray in color.
It is made of non-sweaty fabric suitable for daily use.
It is made of 1st quality cotton fabric.",,114,114,114,114,114,144,144,144,4,Easy to clean. = It has stain-resistant fabric. = Ironing on the reverse is recommended.,round collar; t-shirts; basic; fit; colourful; patterned; quality; cotton; thread; soft; woman; male; fashion; design; shopping; shop; black; white; yellow; navy blue,eWorldPartner,1731028031,5131560051,14093505011,,,6833894051,2131436051,10287299011,mens,fashion-t-shirt,2893334031,464806031,3074182031,20849579031,16392189031,1981397031,27156492031,20652645031,"fashion,t-shirt"
